text,label,intent,response,sub_intent
Some cash withdrawal that I didn't make showed up in the app.,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
A payment on my statement is wrong.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
"I tried to withdraw cash and got declined, why is that?",26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"new customer and filling gas for the first time today, not working,",47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
I lost my wallet and I think someone is withdrawing cash with my card. Please help. It is urgent.,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
How do I verify an ABA top up?,995,wallet_topup,Check transaction history and top up confirmation details to verify ABA funding.,verify_top_up
How can I verify my source of funds?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
How can I move money from my account at a different bank to the account I have at this bank.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
I received the wrong amount of cash from the ATM. Can you help?,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Make me understand why I am charged an extra fee when I use the ATM.,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
Why hasn't my top-up finished pending yet?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
I need my payment in another currency,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
How do I block my ABA card?,996,card_issue,Use card controls to freeze or block your ABA card immediately for security.,lost_or_stolen_card
I didn't make this payment and it's on my app,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
"I tried to buy something and it was declined and my transfers keep getting declined, Why?",27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Why do you ask for top-up verification?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
I am sure I have plenty of money to transfer but my transfer is being declined.,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Need help to get my card to work.,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
How do I receive money from someone?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
Can you tell me when the transfer will be completed?,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
think someone is using my card with permission,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Will my friends be able to top up my account?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
why did my account decline a incoming transfer,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
I tried activating my plug-in and it didn't piece of work,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
I just had a look at my statement. Why have I been changed for using the ATM?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
